2021 > Grade,Gender,Years at camp,Lead source,2021 > trip + section names (all),2021 > Enrolled sibling count,2021 > Is your child attending with a friend?,2021 ^Expectations,2021 ^Trip Length,2021 ^^Interested in Another Trip?,2021 ^^^^Leader Rating of Student,Changed Trip,rating,target
11th,Male,2,Family,Chamonix Alps 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
8th,Male,1,Friend,Big Wild 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,4,0
11th,Male,1,Friend,Yosemite 1,0.0,Yes,Did not meet expectations,Too Long,No,5,0,2,0
10th,Male,1,Word of Mouth,Yosemite 1,0.0,Yes,Met expectations,Too Long,No,6,0,6,0
10th,Male,2,Family,Croatia 1,0.0,Yes,Exceeded expectations,Just Right,Not Sure,6,0,5,0
10th,Female,3,Friend,Fiji 2,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,0
7th,Female,3,Friend,Colorado Trail 3,0.0,Yes,Exceeded expectations,Just Right,Yes,4,0,6,1
6th,Male,1,Friend,California 2,0.0,Yes,Exceeded expectations,Just Right,Not Sure,3,0,5,0
12th,Male,2,Friend,Kenya + Zanzibar 1,0.0,No,Met expectations,Just Right,Not Sure,5,0,5,0
10th,Female,2,Family,Machu Picchu 3,0.0,Yes,Met expectations,Just Right,Yes,3,0,5,1
11th,Male,2,Family,Machu Picchu 3,0.0,No,Met expectations,Too Long,Not Sure,4,0,3,0
10th,Female,3,Friend,Fiji 2,0.0,Yes,Exceeded expectations,Too Short,Yes,5,0,5,1
8th,Male,3,Friend,British Columbia 1,0.0,Yes,Met expectations,Just Right,Not Sure,3,0,4,1
7th,Female,4,I'm a Moondance Alumni,British Columbia 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
9th,Female,2,Friend,Iceland 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
9th,Male,3,Friend,Belize+Costa Rica 1,0.0,No,Exceeded expectations,Just Right,Yes,4,0,5,1
6th,Male,1,Family,Colorado Trail 2,0.0,No,Met expectations,Too Short,Yes,4,0,4,0
9th,Female,4,I'm a sibling of a Moondance Alumni,Iceland 2,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
9th,Male,4,I'm a sibling of a Moondance Alumni,Iceland 2,1.0,No,Met expectations,Just Right,Yes,6,1,4,1
8th,Male,3,Friend,Pacific Northwest 2,1.0,No,Met expectations,Too Short,Yes,6,0,6,1
8th,Male,2,Friend,Maui 2,1.0,No,Exceeded expectations,Just Right,Not Sure,6,0,5,0
8th,Female,3,Friend,Big Wild 1,1.0,No,Met expectations,Just Right,Yes,6,0,5,1
11th,Female,3,Social Media,Northern Lights 1,0.0,No,Met expectations,Just Right,Yes,6,1,6,1
9th,Female,2,Friend,Midnight Sun 1,1.0,Yes,Met expectations,Just Right,Not Sure,5,0,3,1
12th,Female,2,Friend,Northern Lights 2,0.0,No,Met expectations,Just Right,No,6,0,6,0
9th,Male,1,Friend,South Africa 3,0.0,No,Exceeded expectations,Just Right,Not Sure,5,0,5,0
10th,Male,2,Friend,Croatia 1,1.0,No,Exceeded expectations,Just Right,Yes,5,0,6,1
8th,Male,3,Friend,Big Wild 1,1.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
10th,Male,2,Family,Spain + Morocco 1,0.0,No,Exceeded expectations,Too Short,Yes,3,0,6,1
11th,Male,2,Friend,Hawaiian Islands 1,1.0,No,Exceeded expectations,Too Short,Not Sure,6,0,6,0
11th,Male,3,Friend,Chamonix Alps 3,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,0
9th,Female,2,Friend,Iceland 1,0.0,No,Exceeded expectations,Just Right,No,4,0,5,0
7th,Female,3,Friend,California 1,1.0,No,Exceeded expectations,Too Short,Yes,5,0,6,1
9th,Female,3,Friend,Croatia 1,1.0,No,Met expectations,Just Right,Yes,5,0,6,1
7th,Female,3,I'm a Moondance Alumni,British Columbia 1,0.0,Yes,Met expectations,Just Right,Not Sure,5,0,5,1
9th,Female,3,Friend,Dolomites 2,0.0,No,Met expectations,Just Right,Yes,5,1,5,1
7th,Female,2,Friend,California 2,0.0,Yes,Exceeded expectations,Too Short,Yes,5,0,6,0
9th,Female,2,Word of Mouth,Ecuador+Galapagos 2,0.0,No,Met expectations,Just Right,No,4,0,4,0
7th,Male,2,Web Search,Colorado Trail 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
10th,Female,3,Friend,Croatia 1,0.0,No,Met expectations,Just Right,Yes,5,1,5,1
8th,Male,2,Word of Mouth,Iceland 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,4,1
8th,Male,1,Friend,Iceland 3,0.0,No,Met expectations,Too Short,Yes,6,1,5,0
9th,Male,2,I'm a sibling of a Moondance Alumni,South Africa 1,0.0,Yes,Exceeded expectations,Just Right,Yes,5,1,6,1
12th,Female,1,I'm a sibling of a Moondance Alumni,Chamonix Alps 2,0.0,No,Exceeded expectations,Just Right,No,6,0,5,0
11th,Female,2,I'm a Moondance Alumni,Slovenia 1,0.0,No,Exceeded expectations,Just Right,Not Sure,5,0,5,0
8th,Male,2,Friend,Pacific Northwest 1,0.0,Yes,Exceeded expectations,Just Right,Yes,5,0,6,1
12th,Male,2,Family,Kenya + Zanzibar 3,0.0,Yes,Met expectations,Too Long,Yes,3,0,6,0
9th,Female,3,Friend,Croatia 1,1.0,No,Met expectations,Too Short,Not Sure,4,0,5,1
7th,Male,3,Friend,British Columbia 1,1.0,No,Met expectations,Just Right,Yes,5,0,6,1
10th,Male,1,Friend,SLO 2,0.0,No,Met expectations,Just Right,Yes,6,1,4,0
11th,Male,1,Friend,Machu Picchu 3,0.0,No,Met expectations,Too Long,Not Sure,2,0,3,0
10th,Male,2,Competitor,Hawaiian Islands 2,0.0,No,Exceeded expectations,Just Right,Not Sure,6,0,6,1
11th,Male,2,Friend,Chamonix Alps 2,0.0,Yes,Exceeded expectations,Too Short,No,5,0,6,0
9th,Female,2,Friend,Canyonlands 1,0.0,Yes,Met expectations,Too Short,Yes,5,0,5,0
8th,Female,1,Social Media,Canyonlands 1,0.0,No,Met expectations,Just Right,Yes,4,0,5,0
6th,Male,1,Web Search,Colorado Trail 2,1.0,No,Met expectations,Just Right,Yes,6,0,5,0
10th,Female,2,Web Search,Machu Picchu 3,1.0,No,Met expectations,Just Right,Yes,6,0,5,0
7th,Female,3,Friend,California 1,1.0,Yes,Met expectations,Just Right,Yes,4,0,6,1
8th,Female,4,Friend,Belize+Costa Rica 1,1.0,No,Exceeded expectations,Just Right,Yes,4,1,6,1
9th,Female,3,Friend,Dolomites 1,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
9th,Female,3,Friend,Spain + Morocco 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
9th,Female,3,Friend,South Africa 3,0.0,No,Met expectations,Just Right,Yes,6,0,6,1
8th,Female,3,Friend,British Columbia 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,6,1
11th,Female,3,Friend,Northern Lights 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
6th,Female,1,Word of Mouth,California 3,0.0,Yes,Exceeded expectations,Just Right,Yes,5,1,6,0
9th,Female,1,Family,Croatia 1,1.0,Yes,Met expectations,Just Right,Yes,5,0,6,0
7th,Female,1,Family,California 1,1.0,No,Met expectations,Just Right,Not Sure,6,0,4,0
11th,Male,1,Web Search,Machu Picchu 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,0
8th,Female,2,Word of Mouth,Big Wild 1,0.0,Yes,Met expectations,Just Right,Yes,4,0,5,0
9th,Female,3,Friend,Dolomites 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
11th,Female,3,I'm a sibling of a Moondance Alumni,Kenya + Zanzibar 1,0.0,No,Met expectations,Too Long,Not Sure,5,0,5,0
9th,Female,2,Friend,Canyonlands 3,2.0,No,Exceeded expectations,Just Right,Yes,5,0,4,0
9th,Female,3,Friend,Big Wild 3,2.0,Yes,Met expectations,Too Long,Not Sure,5,0,4,1
6th,Female,3,Friend,California 3,2.0,Yes,Exceeded expectations,Too Short,Yes,5,0,6,1
12th,Male,1,Family,Yosemite 2,1.0,No,Did not meet expectations,Just Right,No,5,0,5,0
12th,Female,1,Family,Chamonix Alps 3,1.0,No,Met expectations,Just Right,Yes,4,0,5,0
10th,Male,2,Friend,Spain+Morocco 3,1.0,No,Met expectations,Just Right,Yes,6,0,6,0
10th,Male,2,Friend,Spain+Morocco 3,1.0,Yes,Met expectations,Too Short,Yes,2,0,6,0
10th,Female,2,Friend,Spain + Morocco 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
10th,Female,1,Family,Spain + Morocco 2,0.0,Yes,Met expectations,Too Long,Yes,4,0,5,0
9th,Female,4,I'm a Moondance Alumni,South Africa 3,0.0,Yes,Met expectations,Just Right,Not Sure,4,0,4,1
10th,Female,3,Friend,"Chamonix Alps 3, Hawaiian Islands 1",0.0,No,Exceeded expectations,Just Right,Yes,6,1,6,1
10th,Female,2,Friend,Dolomites 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
10th,Male,2,Web Search,Fiji 2,0.0,Yes,Met expectations,Just Right,Not Sure,4,0,5,0
8th,Male,2,I'm a Moondance Alumni,Maui 2,1.0,Yes,Exceeded expectations,Just Right,Yes,5,0,5,0
6th,Male,1,Family,Colorado Trail 3,0.0,No,Exceeded expectations,Just Right,Not Sure,6,0,6,0
7th,Male,2,Friend,British Columbia 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
8th,Female,2,Friend,Pacific Northwest 1,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,0
11th,Male,1,Friend,Hawaiian Islands 3,0.0,Yes,Met expectations,Just Right,Not Sure,2,0,5,0
11th,Female,2,Friend,Yosemite 1,0.0,Yes,Met expectations,Too Long,Yes,4,0,3,1
8th,Female,1,Friend,Maui 1,1.0,Yes,Met expectations,Just Right,Yes,3,0,4,0
10th,Female,5,Friend,Kilimanjaro 1,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
9th,Female,2,Friend,Croatia 3,1.0,Yes,Exceeded expectations,Just Right,Yes,4,0,6,1
6th,Female,2,Friend,California 3,1.0,No,Exceeded expectations,Just Right,Yes,3,0,5,1
11th,Male,1,Home Presentation,Machu Picchu 1,0.0,No,Exceeded expectations,Just Right,Yes,3,0,6,0
12th,Female,4,I'm a Moondance Alumni,Kilimanjaro 1,0.0,No,Met expectations,Too Long,No,6,1,4,0
8th,Female,4,Friend,Big Wild 1,0.0,Yes,Met expectations,Just Right,Yes,5,0,4,1
9th,Female,3,I'm a Moondance Alumni,Croatia 2,0.0,Yes,Met expectations,Just Right,Not Sure,5,0,5,1
8th,Female,3,Friend,Iceland 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
6th,Female,1,Competitor,California 2,0.0,No,Met expectations,Just Right,Yes,5,1,3,0
10th,Male,1,Friend,Hawaiian Islands 3,0.0,Yes,Exceeded expectations,Just Right,Not Sure,5,1,5,0
8th,Female,4,Friend,Belize+Costa Rica 2,1.0,No,Exceeded expectations,Just Right,Yes,5,1,6,1
6th,Female,3,Friend,California 3,1.0,Yes,Exceeded expectations,Too Short,Yes,5,0,6,1
8th,Male,3,Friend,Maui 3,0.0,Yes,Met expectations,Just Right,Not Sure,6,0,5,1
9th,Male,3,Word of Mouth,Maui 1,0.0,No,Met expectations,Just Right,No,6,0,6,0
9th,Male,3,Friend,Croatia 2,0.0,Yes,Met expectations,Too Short,Yes,5,0,5,1
9th,Female,4,Friend,Dolomites 1,0.0,Yes,Met expectations,Too Short,Yes,6,0,5,0
9th,Female,2,Friend,Iceland 2,0.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
11th,Female,5,I'm a Moondance Alumni,Kilimanjaro 3,0.0,No,Met expectations,Just Right,Yes,6,0,6,1
9th,Female,4,Friend,Fiji 2,0.0,Yes,Exceeded expectations,Just Right,Yes,3,0,5,1
9th,Female,4,Advertisement,Iceland 1,0.0,No,Exceeded expectations,Too Short,Yes,6,0,6,1
7th,Female,1,Friend,Colorado Trail 2,0.0,No,Met expectations,Just Right,Not Sure,6,0,4,0
8th,Male,1,Friend,Big Wild 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,0
9th,Male,1,I'm a sibling of a Moondance Alumni,Maui 2,0.0,No,Exceeded expectations,Just Right,Not Sure,6,0,6,0
8th,Female,2,Friend,Iceland 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
12th,Male,5,Friend,Chamonix Alps 1,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
10th,Female,2,Family,Dolomites 1,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
11th,Male,1,Friend,Yellowstone 3,0.0,No,Met expectations,Just Right,Not Sure,4,0,4,0
9th,Female,1,Friend,Big Wild 2,0.0,No,Exceeded expectations,Just Right,Yes,5,0,5,0
10th,Female,2,Friend,South Africa 1,0.0,No,Exceeded expectations,Too Short,Yes,6,0,6,0
11th,Male,1,Word of Mouth,Hawaiian Islands 1,0.0,No,Met expectations,Just Right,Not Sure,6,0,5,0
12th,Male,2,Word of Mouth,Chamonix Alps 2,0.0,No,Exceeded expectations,Just Right,No,5,0,5,0
7th,Male,1,Friend,Colorado Trail 1,0.0,No,Met expectations,Too Short,Not Sure,4,0,3,0
7th,Female,4,Friend,Colorado Trail 3,0.0,Yes,Met expectations,Just Right,Yes,6,0,4,1
8th,Female,2,Friend,Maui 1,0.0,Yes,Met expectations,Just Right,Not Sure,5,0,5,1
11th,Male,1,Word of Mouth,Yosemite 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
8th,Male,4,Word of Mouth,Belize+Costa Rica 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
8th,Male,3,Friend,Iceland 3,0.0,No,Exceeded expectations,Too Short,Yes,6,0,6,0
11th,Male,1,Family,Kenya + Zanzibar 2,0.0,No,Met expectations,Just Right,Yes,4,0,4,0
9th,Female,2,Camp Advisory Service,Pacific Northwest 1,0.0,No,Met expectations,Just Right,Yes,5,0,6,1
9th,Male,2,I'm a Moondance Alumni,Belize+Costa Rica 2,1.0,Yes,Met expectations,Just Right,No,6,0,5,0
7th,Male,2,I'm a Moondance Alumni,Colorado Trail 2,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
8th,Male,1,Friend,Canyonlands 3,0.0,No,Met expectations,Just Right,Yes,2,0,4,0
11th,Female,3,Friend,Chamonix Alps 1,1.0,Yes,Met expectations,Just Right,Yes,4,0,4,1
9th,Female,2,Friend,Belize+Costa Rica 1,1.0,No,Exceeded expectations,Just Right,Yes,5,0,5,1
10th,Female,2,Friend,Hawaiian Islands 3,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
10th,Female,4,I'm a Moondance Alumni,Kilimanjaro 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
7th,Female,2,Friend,British Columbia 1,1.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
10th,Male,2,Friend,Croatia 1,1.0,Yes,Met expectations,Just Right,Yes,3,0,4,0
10th,Female,1,Friend,Spain + Morocco 2,0.0,No,Met expectations,Just Right,Yes,2,0,5,0
9th,Male,1,Friend,Fiji 1,0.0,Yes,Exceeded expectations,Just Right,Yes,5,0,6,0
10th,Male,2,Friend,Fiji 2,0.0,No,Exceeded expectations,Too Short,Yes,5,0,6,0
10th,Female,1,Friend,Northern Lights 1,0.0,No,Met expectations,Just Right,Not Sure,5,0,5,0
7th,Male,2,Friend,California 2,0.0,No,Met expectations,Too Short,Not Sure,6,0,5,1
10th,Female,4,Friend,SLO 2,0.0,Yes,Exceeded expectations,Too Short,Yes,5,0,5,1
9th,Male,1,Friend,Big Wild 2,0.0,No,Met expectations,Just Right,Not Sure,4,0,5,0
10th,Female,3,Word of Mouth,Thailand 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
10th,Female,3,Friend,South Africa 1,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
10th,Female,5,Family,South Africa 1,0.0,Yes,Exceeded expectations,Too Short,Yes,6,0,6,1
10th,Male,4,I'm a sibling of a Moondance Alumni,Kilimanjaro 3,0.0,No,Met expectations,Just Right,Yes,6,0,6,1
10th,Male,1,Friend,Yellowstone 2,0.0,No,Met expectations,Just Right,Not Sure,2,1,4,0
10th,Female,1,Friend,Ecuador+Galapagos 2,1.0,Yes,Met expectations,Just Right,Yes,4,1,5,0
9th,Female,1,Friend,Croatia 2,1.0,Yes,Met expectations,Just Right,Not Sure,4,0,5,0
9th,Female,2,Friend,Fiji 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,4,1
9th,Male,1,Friend,Midnight Sun 1,0.0,Yes,Met expectations,Too Long,No,2,0,4,0
11th,Male,2,Friend,Chamonix Alps 1,0.0,Yes,Met expectations,Just Right,Yes,4,0,4,0
9th,Male,1,Friend,Iceland 2,0.0,Yes,Met expectations,Just Right,Not Sure,6,0,5,0
7th,Female,3,Friend,Colorado Trail 3,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,4,1
8th,Female,2,Friend,British Columbia 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,1
8th,Female,3,Friend,Belize+Costa Rica 1B,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
7th,Male,2,Family,Colorado Trail 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
8th,Female,2,Friend,British Columbia 1,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
9th,Female,4,I'm a Moondance Alumni,Pacific Northwest 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
9th,Female,2,Friend,South Africa 2,0.0,No,Met expectations,Just Right,Yes,6,1,6,1
7th,Male,2,Family,British Columbia 3,0.0,No,Exceeded expectations,Too Short,Yes,6,0,6,0
8th,Female,4,I'm a sibling of a Moondance Alumni,Belize+Costa Rica 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,6,1
11th,Male,3,I'm a Moondance Alumni,Chamonix Alps 2,1.0,No,Exceeded expectations,Too Long,Not Sure,4,0,6,0
8th,Female,4,I'm a Moondance Alumni,Belize+Costa Rica 1,1.0,Yes,Exceeded expectations,Just Right,Yes,5,0,5,1
7th,Female,3,Friend,Colorado Trail 3,0.0,Yes,Exceeded expectations,Just Right,Yes,5,0,6,1
8th,Male,2,Word of Mouth,Belize+Costa Rica 2,0.0,Yes,Met expectations,Just Right,Not Sure,2,0,3,1
11th,Female,2,Friend,Chamonix 4,0.0,No,Exceeded expectations,Just Right,Not Sure,3,0,6,1
10th,Male,2,Website,Norway 2,1.0,No,Exceeded expectations,Just Right,Yes,5,0,5,1
8th,Male,1,Website,Maui 3,1.0,No,Exceeded expectations,Just Right,Yes,4,1,6,0
8th,Male,3,Friend,Big Wild 2,1.0,No,Met expectations,Just Right,Yes,6,0,6,1
10th,Male,1,Friend,Slovenia 3,1.0,No,Met expectations,Just Right,Not Sure,1,1,5,0
10th,Female,2,Friend,Hawaiian Islands 1,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
9th,Female,3,Friend,Big Wild 2,0.0,Yes,Met expectations,Just Right,Not Sure,2,0,4,1
8th,Female,2,Friend,Maui 3,1.0,Yes,Exceeded expectations,Too Short,Yes,5,0,6,0
11th,Female,2,Friend,Hawaiian Islands 3,1.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
11th,Female,2,Friend,The Olympics 2,0.0,No,Did not meet expectations,Just Right,Not Sure,6,0,3,0
10th,Male,3,I'm a sibling of a Moondance Alumni,Yosemite 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
6th,Male,1,Friend,California 3,0.0,No,Met expectations,Just Right,Yes,3,0,5,0
11th,Male,2,Friend,Kilimanjaro 4,0.0,Yes,Exceeded expectations,Just Right,Not Sure,6,0,5,0
11th,Female,1,Friend,Chamonix Alps 2,0.0,No,Met expectations,Just Right,Yes,5,1,5,0
9th,Female,4,Word of Mouth,Iceland 3,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
7th,Female,1,Friend,California 2,0.0,Yes,Exceeded expectations,Just Right,Yes,5,0,5,0
10th,Female,1,I'm a sibling of a Moondance Alumni,Hawaiian Islands 2,1.0,No,Met expectations,Just Right,Yes,3,0,5,0
6th,Female,1,I'm a sibling of a Moondance Alumni,Colorado Trail 2,1.0,No,Met expectations,Just Right,Yes,5,0,5,0
10th,Female,2,Friend,Machu Picchu 1,0.0,Yes,Met expectations,Just Right,No,3,0,4,0
9th,Male,3,Friend,Belize+Costa Rica 3,1.0,No,Met expectations,Just Right,Not Sure,5,0,5,0
6th,Female,2,Friend,California 3,1.0,No,Exceeded expectations,Just Right,Not Sure,5,0,5,1
8th,Female,2,Friend,Maui 3,0.0,Yes,Met expectations,Too Short,Not Sure,5,0,5,0
7th,Male,2,Word of Mouth,Colorado Trail 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
9th,Female,2,Word of Mouth,Canyonlands 3,0.0,No,Met expectations,Just Right,Yes,5,1,4,0
8th,Female,3,Friend,British Columbia 2,0.0,Yes,Exceeded expectations,Too Short,Yes,6,0,6,1
10th,Female,4,Family,Thailand 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
8th,Male,2,Friend,Belize+Costa Rica 1,2.0,Yes,Met expectations,Just Right,Yes,6,0,6,0
11th,Female,2,Friend,Thailand 1,2.0,Yes,Met expectations,Just Right,Not Sure,6,0,6,0
7th,Female,1,Friend,California 1,2.0,No,Met expectations,Just Right,Yes,6,0,5,0
10th,Female,1,I'm a Moondance Alumni,South Africa 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,0
9th,Male,1,Friend,Croatia 3,0.0,Yes,Exceeded expectations,Too Short,Yes,5,0,5,0
11th,Male,1,Friend,Yellowstone 2,0.0,No,Met expectations,Just Right,Not Sure,6,0,5,0
10th,Female,1,Word of Mouth,Dolomites 3,1.0,No,Met expectations,Just Right,Not Sure,5,0,4,0
10th,Female,2,Word of Mouth,Dolomites 3,1.0,Yes,Met expectations,Just Right,Not Sure,6,0,4,0
9th,Female,1,I'm a Moondance Alumni,FIJ 3,0.0,Yes,Met expectations,Just Right,Not Sure,5,1,5,0
8th,Female,2,Friend,Big Wild 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
10th,Male,1,Friend,Ecuador+Galapagos 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,0
11th,Male,1,Friend,Thailand 1,0.0,No,Met expectations,Too Long,No,5,0,5,0
7th,Female,3,Friend,California 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
11th,Male,4,Friend,Norway 2,0.0,No,Met expectations,Just Right,Not Sure,4,0,4,1
10th,Male,1,Friend,SLO 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,0
10th,Male,1,Friend,Yellowstone 2,0.0,Yes,Met expectations,Just Right,Not Sure,6,0,5,0
11th,Male,3,Friend,Norway 1,0.0,No,Met expectations,Just Right,Yes,5,0,4,0
9th,Female,2,Web Search,Canyonlands 2,0.0,No,Met expectations,Just Right,Yes,6,0,6,1
8th,Female,2,Friend,Iceland 2,0.0,Yes,Met expectations,Just Right,Yes,6,0,5,0
9th,Female,3,Friend,Maui 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,4,1
9th,Female,1,Friend,Big Wild 1,0.0,Yes,Met expectations,Just Right,Not Sure,6,0,4,0
8th,Female,1,Friend,Canyonlands 2,0.0,No,Met expectations,Just Right,Yes,5,1,6,0
10th,Female,2,Word of Mouth,Kenya + Zanzibar 2,0.0,Yes,Met expectations,Just Right,No,3,0,5,0
10th,Male,2,Friend,Fiji 1,0.0,Yes,Exceeded expectations,Just Right,Yes,4,0,6,0
11th,Female,3,Friend,Thailand 2,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,0
9th,Male,2,Friend,Spain+Morocco 3,1.0,No,Met expectations,Just Right,Not Sure,3,1,4,0
11th,Female,3,I'm a sibling of a Moondance Alumni,Northern Lights 2,0.0,No,Exceeded expectations,Just Right,Not Sure,6,0,6,1
9th,Male,2,Word of Mouth,Midnight Sun 2,0.0,No,Met expectations,Too Short,Yes,6,0,5,0
8th,Female,4,I'm a Moondance Alumni,British Columbia 1,0.0,No,Exceeded expectations,Too Short,Yes,5,0,5,1
6th,Male,3,Friend,California 3,1.0,No,Met expectations,Just Right,Yes,3,0,5,1
8th,Male,2,Friend,Canyonlands 3,1.0,No,Met expectations,Just Right,Not Sure,5,0,6,0
10th,Female,2,Family,Kenya + Zanzibar 1,0.0,No,Exceeded expectations,Just Right,Yes,6,1,6,1
9th,Male,2,Friend,Iceland 1,0.0,No,Met expectations,Just Right,Not Sure,6,0,5,0
10th,Male,2,Friend,Kenya + Zanzibar 1,1.0,No,Exceeded expectations,Just Right,No,6,0,6,1
10th,Male,2,Friend,Yellowstone 1,1.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
9th,Male,3,Family,South Africa 3,2.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
9th,Female,4,Family,FIJ 3,2.0,No,Met expectations,Too Short,Yes,5,0,6,1
11th,Male,3,Family,Kenya + Zanzibar 1,2.0,No,Met expectations,Just Right,Yes,5,1,6,1
12th,Female,3,Word of Mouth,Kilimanjaro 3,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,0
8th,Female,3,Word of Mouth,British Columbia 3,1.0,No,Met expectations,Just Right,Yes,6,0,5,1
9th,Male,2,Friend,Fiji 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
10th,Male,2,Friend,Hawaiian Islands 2,0.0,Yes,Met expectations,Just Right,No,3,0,5,0
9th,Female,1,Catalog,Big Wild 1,0.0,No,Exceeded expectations,Just Right,Not Sure,5,0,6,0
12th,Male,3,Friend,Chamonix Alps 2,0.0,No,Met expectations,Just Right,No,6,0,6,0
10th,Female,1,Friend,Croatia 2,0.0,No,Met expectations,Just Right,Not Sure,3,0,4,0
9th,Male,1,Friend,Maui 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,0
10th,Male,3,Friend,Kilimanjaro 3,0.0,Yes,Exceeded expectations,Too Long,Yes,5,1,6,0
10th,Female,3,Friend,Yosemite 1,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
7th,Male,2,Friend,Colorado Trail 3,1.0,No,Exceeded expectations,Just Right,Yes,5,0,6,1
9th,Female,2,Friend,Belize+Costa Rica 3,1.0,No,Met expectations,Just Right,Yes,6,0,6,1
8th,Male,2,Friend,Belize+Costa Rica 1B,0.0,No,Exceeded expectations,Too Long,Yes,6,0,5,1
11th,Female,2,Friend,Kilimanjaro 4,1.0,No,Met expectations,Just Right,Yes,5,1,5,0
11th,Male,2,Friend,Thailand 2,1.0,No,Met expectations,Just Right,Not Sure,5,0,5,0
6th,Female,1,Friend,California 3,0.0,Yes,Met expectations,Just Right,Yes,5,1,5,0
7th,Male,1,Friend,California 3,0.0,No,Met expectations,Just Right,Yes,5,0,5,0
9th,Male,4,Friend,Fiji 2,0.0,Yes,Met expectations,Just Right,Not Sure,2,0,4,1
10th,Female,1,Friend,Ecuador+Galapagos 3,0.0,No,Met expectations,Too Long,Not Sure,4,0,4,0
10th,Female,4,Friend,Spain + Morocco 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
11th,Male,3,Word of Mouth,Chamonix Alps 1,1.0,Yes,Exceeded expectations,Just Right,Not Sure,6,1,6,0
11th,Male,2,Friend,Chamonix Alps 1,1.0,No,Exceeded expectations,Just Right,Yes,3,0,6,0
9th,Female,3,Word of Mouth,Spain + Morocco 1,1.0,Yes,Met expectations,Just Right,Yes,4,1,5,1
